ï»¿createdAt,fullText,author/id,author/location,text_preprocessing1,text_preprocessing_no_punctuation,text_no_stopwords,text_lemmatized
3/4/25,"@milk5318008 @_mrbelvedere__ You got it back to front dude - the Trump tariff is on exports out of Bermuda into the US. 

Youâve been orange man bad brainwashed!!",368812491,Bermuda,"  You got it back to front dude - the Trump tariff is on exports out of Bermuda into the US. 

Youve been orange man bad brainwashed!!","  you got it back to front dude  the trump tariff is on exports out of bermuda into the us 

youve been orange man bad brainwashed",got dude trump tariff exports bermuda youve orange man bad brainwashed,get dude trump tariff export bermuda youve orange man bad brainwash
3/4/25,"@GOP Total BS!!
Take it away, Steve!

https://t.co/b7ei2fDCbf",1038501320917958657,," Total BS!!
Take it away, Steve!

"," total bs
take it away steve

",total bs away steve,total b away steve
3/4/25,@Mr_Chris_Carr @twitchy_bro @EricLDaugh Did you actually see what the formula he used was to determine what other countries tariff the US? Laughable,1670806710032687105,Barrie,   Did you actually see what the formula he used was to determine what other countries tariff the US? Laughable,   did you actually see what the formula he used was to determine what other countries tariff the us laughable,did actually formula used determine countries tariff laughable,do actually formula use determine country tariff laughable
3/4/25,"@SenRandPaul Hey, give your speech to the countries that tariff the US.",1596651785392906241,," Hey, give your speech to the countries that tariff the US.", hey give your speech to the countries that tariff the us,hey speech countries tariff,hey speech country tariff
3/4/25,"@aginnt Except the foreign tariff numbers in the Trump chart are total BS - and I say this as someone who voted for him 3X.

Those #s are TRADE IMBALANCES, not foreign ""tariffs"" as presented.

Many countries (eg Vietnam) could spend 100% of their GDP on buying US and not shrink the gap.",2946194073,," Except the foreign tariff numbers in the Trump chart are total BS - and I say this as someone who voted for him X.

Those  are TRADE IMBALANCES, not foreign ""tariffs"" as presented.

Many countries (eg Vietnam) could spend % of their GDP on buying US and not shrink the gap."," except the foreign tariff numbers in the trump chart are total bs  and i say this as someone who voted for him x

those  are trade imbalances not foreign tariffs as presented

many countries eg vietnam could spend  of their gdp on buying us and not shrink the gap",foreign tariff numbers trump chart total bs say voted x trade imbalances foreign tariffs presented countries vietnam spend gdp buying shrink gap,foreign tariff number trump chart total b say vote x trade imbalance foreign tariff present country vietnam spend gdp buying shrink gap
3/4/25,"@leoknyc777 @RepJasmine If they were our allies, how come they slap us with a 80% tariff on our cars?",2910192583,999,"  If they were our allies, how come they slap us with a % tariff on our cars?",  if they were our allies how come they slap us with a  tariff on our cars,allies come slap tariff cars,ally come slap tariff car
3/4/25,"@hammerofleft We donât, our weighted tariff average is 2.5% and we had a free trade agreement with the US. The 10% a is made-up figure from script kiddies. Heard Island has a 10% tariff slapped on it and the penguins import and export nothing to the US.",53609015,"Adelaide, Australia"," We dont, our weighted tariff average is .% and we had a free trade agreement with the US. The % a is made-up figure from script kiddies. Heard Island has a % tariff slapped on it and the penguins import and export nothing to the US.", we dont our weighted tariff average is  and we had a free trade agreement with the us the  a is madeup figure from script kiddies heard island has a  tariff slapped on it and the penguins import and export nothing to the us,dont weighted tariff average free trade agreement madeup figure script kiddies heard island tariff slapped penguins import export,dont weight tariff average free trade agreement madeup figure script kiddy hear island tariff slap penguin import export
3/4/25,@3benson Itâs just that the Philippines having the second lowest reciprocal tariff in ASEAN seems more advantageous than disastrous. Israel is also a strong US ally and they received 17% as well. ââï¸,2831219065,Negros Island, Its just that the Philippines having the second lowest reciprocal tariff in ASEAN seems more advantageous than disastrous. Israel is also a strong US ally and they received % as well. , its just that the philippines having the second lowest reciprocal tariff in asean seems more advantageous than disastrous israel is also a strong us ally and they received  as well ,just philippines having second lowest reciprocal tariff asean advantageous disastrous israel strong ally received,just philippine have second low reciprocal tariff asean advantageous disastrous israel strong ally receive
3/4/25,@BillAckman Israel was first in 0 tariff to US,991829723889233920,, Israel was first in  tariff to US, israel was first in  tariff to us,israel tariff,israel tariff
3/4/25,"Bajar Samachar: àªà«àª°àª¿àª«àª¥à« àª¸à«àª¨àª¾àª®àª¾àª àªµàª§àª¶à« àª¤à«àªà«? | Business News | Tariff Effect | CNBC Bajar | Gold

@aartim_mehta
#BajarSamachar #GoldPrice #TrumpTariff #TariffEffect #CNBCBajar #StockMarket #BusinessNews #EconomicNews https://t.co/ar1TKD3FMM",2361009858,India,"Bajar Samachar:    ? | Business News | Tariff Effect | CNBC Bajar | Gold


        ","bajar samachar      business news  tariff effect  cnbc bajar  gold


        ",bajar samachar business news tariff effect cnbc bajar gold,bajar samachar business news tariff effect cnbc bajar gold
3/4/25,#TrumpTariff How Senate can get this bill to House,1895514565649055744,Canada, How Senate can get this bill to House, how senate can get this bill to house,senate house,senate house
3/4/25,"Evening Headlines | Share Market Updates | Business News | Gold Prices | Trump Reciprocal Tariff

#EveningHeadlines #ShareMarket #BusinessNews #GoldPrices #TrumpTariff #EconomicNews #CNBCBajar #StockMarket https://t.co/7znxRUyz0W",2361009858,India,"Evening Headlines | Share Market Updates | Business News | Gold Prices | Trump Reciprocal Tariff

        ","evening headlines  share market updates  business news  gold prices  trump reciprocal tariff

        ",evening headlines share market updates business news gold prices trump reciprocal tariff,even headline share market update business news gold price trump reciprocal tariff
3/4/25,"@RhikKundu @imharshaj #TrumpTariff Announcement LIVE: US tariffs threaten 'thousands' of jobs, warns Sri Lanka

https://t.co/lKXo6IisJT",17673635,India,"   Announcement LIVE: US tariffs threaten 'thousands' of jobs, warns Sri Lanka

","   announcement live us tariffs threaten thousands of jobs warns sri lanka

",announcement live tariffs threaten thousands jobs warns sri lanka,announcement live tariff threaten thousand job warns sri lanka
3/4/25,"@Coolverydarkma @Coolverydarkma I have aluminum fabricator workshop but I still need money to buy some materials for display so it can attract customers to give me work, and Iâm also an upcoming music artist yâall can check my page and follow me   please use this sound  #TrumpTariff #fly https://t.co/SWOjwwKjzW",1449157298472067072,,"  I have aluminum fabricator workshop but I still need money to buy some materials for display so it can attract customers to give me work, and Im also an upcoming music artist yall can check my page and follow me   please use this sound    ",  i have aluminum fabricator workshop but i still need money to buy some materials for display so it can attract customers to give me work and im also an upcoming music artist yall can check my page and follow me   please use this sound    ,aluminum fabricator workshop need money buy materials display attract customers work im upcoming music artist yall check page follow use sound,aluminum fabricator workshop need money buy material display attract customer work im upcoming music artist yall check page follow use sound
